Server ID,Operating System,OS Version,Decommission Deadline,Decommission Status,Location,Server Age,Usage,Criticality,Replacement Plan,Data Migration Status,Responsible Team,Maintenance History,Performance Metrics,Hardware Specs,Software Dependencies,Compliance Requirements,Security Risks,Maintenance Cost,Energy Consumption,Virtualization Suitability,Backup Status,Disaster Recovery Plan,Stakeholder Feedback,Project Milestones,Vendor Support,Environmental Impact,End-of-Life Date,Notes,Last Updated
Srv173,Linux,Ubuntu 20.04,7/03/2027,Not Started,Data Center,3 years,Development Server,Low,Yes,Not Started,Team Analytics Team,Monthly updates,99.55% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,High,$5638/year,216W,Yes,Incomplete,Not applicable,No issues,Q2 Budget Planning,Unsupported,Hardware recycling,19/03/2029,See notes,28/08/2024
Srv174,Linux,Red Hat Enterprise Linux,2/08/2026,Unknown,Data Center,8 years,Database Server,Medium,Yes,Not Started,Team Analytics Team,Annual maintenance,99.97% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,High,$1935/year,479W,Yes,Not Configured,Not applicable,Need faster replacement,Q1 Server Review,Unsupported,Hardware recycling,5/02/2026,-,28/08/2024
Srv175,Linux,Windows Server 2016,24/03/2027,Delayed,Cloud,7 years,Development Server,Low,No,N/A,Team IT Operations,Monthly updates,99.67% uptime,"8GB RAM, 500GB SSD",SQL Server,GDPR Compliance,High,$1044/year,272W,Yes,Incomplete,Not applicable,Need faster replacement,Q1 Server Review,Unsupported,-,21/01/2027,-,28/08/2024
Srv176,Linux,Windows Server 2016,20/05/2026,Decommissioned,Data Center,4 years,File Storage,High,Yes,N/A,Team IT Operations,Quarterly checks,99.47% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,Moderate,$1800/year,442W,Yes,Not Configured,Not applicable,No issues,Q3 Risk Assessment,Active,-,10/05/2025,See notes,28/08/2024
Srv177,Linux,Red Hat Enterprise Linux,15/02/2025,Delayed,On-Premise,9 years,Database Server,Low,Yes,In Progress,Team Development Team,Monthly updates,99.13% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,High,$4395/year,541W,No,Up-to-date,Not applicable,Concerns about data migration,Q2 Budget Planning,Unsupported,Hardware recycling,29/12/2029,-,28/08/2024
Srv178,Windows Server 2008,30/06/1905 0:00,26/01/2025 0:00,On Hold,Cloud,1 year,Web Server,Low,No,On Hold,IT Operations,Quarterly checks,99.97% uptime,"8GB RAM, 2TB HDD",SQL Server,GDPR Compliance,None,$6000/year,450W,Yes,Not Configured,Not applicable,Concerns about data migration,Q2 Budget Planning,End of Support,-,28/03/2025 0:00,-,16/02/2024 0:00
Srv179,Linux,Red Hat Enterprise Linux,29/12/2024,Unknown,Cloud,7 years,Application Server,High,Yes,Completed,Team Analytics Team,Quarterly checks,99.71% uptime,"16GB RAM, 1TB HDD",None,None,Moderate,$1483/year,401W,Yes,Incomplete,Not applicable,Concerns about data migration,Q1 Server Review,Active,-,4/02/2027,-,28/08/2024
Srv180,Windows Server 2012 R2,2012 R2,24/04/2024 0:00,Not Started,Data Center,7 years,Database Server,Medium,No,On Hold,IT Operations,Quarterly checks,99.95% uptime,"8GB RAM, 1TB HDD",SQL Server,GDPR Compliance,None,$5000/year,500W,Yes,Incomplete,Defined,Concerns about data migration,Q3 Risk Assessment,Active,-,15/04/2024 0:00,-,16/02/2024 0:00
Srv181,Windows Server,Windows Server 2016,21/01/2027,On Hold,On-Premise,10 years,Web Server,High,Yes,Not Started,Team IT Operations,Annual maintenance,99.69% uptime,"32GB RAM, 2TB SSD",SQL Server,None,High,$5101/year,297W,Yes,Up-to-date,Defined,Concerns about data migration,Q3 Risk Assessment,End of Support,Hardware recycling,1/12/2025,See notes,28/08/2024
Srv182,Windows Server,Ubuntu 20.04,5/06/2025,On Hold,Data Center,4 years,Database Server,High,No,In Progress,Team IT Operations,Quarterly checks,99.10% uptime,"32GB RAM, 2TB SSD",None,GDPR Compliance,None,$3577/year,528W,Yes,Not Configured,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,9/01/2025,-,28/08/2024
Srv183,Windows Server,Red Hat Enterprise Linux,26/03/2025,On Hold,Cloud,5 years,Application Server,Low,No,Completed,Team Analytics Team,Quarterly checks,99.30% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,None,$6410/year,316W,Yes,Not Configured,Defined,Need faster replacement,Q1 Server Review,Active,-,20/01/2029,-,28/08/2024
Srv184,Linux,Ubuntu 20.04,7/06/2025,On Hold,Data Center,8 years,Development Server,Medium,No,Not Started,Team Analytics Team,Annual maintenance,100.00% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,Moderate,$4026/year,260W,Yes,Not Configured,Offsite backup plan,Concerns about data migration,Q1 Server Review,Unsupported,Recycling planned,8/08/2027,See notes,28/08/2024
Srv185,Windows Server,Red Hat Enterprise Linux,10/02/2027,Unknown,Cloud,8 years,Web Server,High,Yes,Completed,Team Development Team,Quarterly checks,99.34% uptime,"32GB RAM, 2TB SSD",None,None,Moderate,$2305/year,590W,No,Not Configured,Not applicable,No issues,Q3 Risk Assessment,End of Support,-,24/08/2025,-,28/08/2024
Srv186,Linux,Red Hat Enterprise Linux,8/12/2024,Delayed,On-Premise,4 years,Database Server,High,No,Completed,Team Analytics Team,Monthly updates,99.57% uptime,"32GB RAM, 2TB SSD",MySQL,None,Moderate,$5288/year,499W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q2 Budget Planning,End of Support,Recycling planned,20/03/2028,-,28/08/2024
Srv187,Linux,Windows Server 2016,15/07/2026,On Hold,On-Premise,1 years,Application Server,Medium,Yes,In Progress,Team IT Operations,Quarterly checks,99.06% uptime,"8GB RAM, 500GB SSD",SQL Server,None,Moderate,$1888/year,285W,No,Incomplete,Defined,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,14/03/2025,See notes,28/08/2024
Srv188,Windows Server,Windows Server 2016,21/10/2025,Delayed,On-Premise,10 years,Database Server,Low,Yes,Not Started,Team Development Team,Quarterly checks,99.82% uptime,"32GB RAM, 2TB SSD",Apache,HIPAA Compliance,Moderate,$6443/year,281W,No,Not Configured,Defined,No issues,Q3 Risk Assessment,Unsupported,-,26/01/2029,See notes,28/08/2024
Srv189,Linux,Red Hat Enterprise Linux,15/06/2026,Decommissioned,On-Premise,6 years,Web Server,Low,Yes,In Progress,Team Development Team,Monthly updates,99.67% uptime,"16GB RAM, 1TB HDD",MySQL,None,High,$6905/year,255W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,-,5/11/2029,-,28/08/2024
Srv190,Windows Server,Red Hat Enterprise Linux,3/01/2026,Decommissioned,On-Premise,10 years,File Storage,High,Yes,N/A,Team Analytics Team,Quarterly checks,99.38% uptime,"8GB RAM, 500GB SSD",Apache,None,High,$6180/year,414W,No,Up-to-date,Defined,Concerns about data migration,Q3 Risk Assessment,Unsupported,Recycling planned,9/12/2026,-,28/08/2024
Srv191,Windows Server,Windows Server 2016,18/09/2025,Not Started,Data Center,9 years,Database Server,High,No,Completed,Team Analytics Team,Annual maintenance,99.47% uptime,"16GB RAM, 1TB HDD",Apache,None,Moderate,$6418/year,582W,No,Not Configured,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,End of Support,Hardware recycling,9/02/2025,See notes,28/08/2024
Srv192,Linux,Windows Server 2016,13/06/2026,Decommissioned,Cloud,1 years,Database Server,Low,Yes,N/A,Team IT Operations,Quarterly checks,99.72% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,Moderate,$1522/year,296W,Yes,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,-,8/03/2027,-,28/08/2024
Srv193,Windows Server,Windows Server 2016,9/10/2025,Unknown,On-Premise,5 years,Web Server,High,No,Completed,Team Development Team,Annual maintenance,99.08% uptime,"8GB RAM, 500GB SSD",Apache,HIPAA Compliance,None,$6968/year,529W,No,Incomplete,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,Recycling planned,10/11/2029,-,28/08/2024
Srv194,Windows Server,Red Hat Enterprise Linux,28/05/2026,Delayed,Data Center,4 years,Application Server,Medium,Yes,In Progress,Team Development Team,Annual maintenance,99.80% uptime,"16GB RAM, 1TB HDD",None,HIPAA Compliance,High,$5838/year,501W,No,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,Active,-,2/08/2026,-,28/08/2024
Srv195,Linux Ubuntu 20.04,20.04,31/01/2024 0:00,Delayed,On-Premise,7 years,Web Server,Medium,No,Completed,IT Operations,Quarterly checks,99.99% uptime,"8GB RAM, 1TB HDD",SQL Server,GDPR Compliance,None,$7000/year,500W,Yes,Not Configured,Offsite backup plan,No issues,Q2 Budget Planning,Active,Recycling planned,23/09/2024 0:00,-,16/02/2024 0:00
Srv196,Linux Red Hat,7.8,31/12/2024 0:00,In Progress,Cloud,5 years,Database Server,High,Yes,In Progress,IT Operations,Quarterly maintenance,"99.9% Uptime, 200ms Response Time","8-core CPU, 16GB RAM, 1TB SSD, Gigabit Ethernet","MySQL, Apache","GDPR, HIPAA",Low,"$5,000 per year",500W,Yes,Up-to-date,Standard plan,Concern about downtime,2024 Q2: Data Migration Complete,Active,Recycling program,30/06/2025 0:00,-,1/02/2024 0:00
Srv197,Windows Server,2016,30/06/2023 0:00,Delayed,On-Prem,8 years,Application Server,Medium,No,,DevOps Team,Biannual updates,"98% Uptime, 150ms Response Time","Quad-core CPU, 8GB RAM, 500GB HDD, Fast Ethernet",".NET, IIS",SOX,Moderate,"$3,000 per year",400W,No,Incomplete,In-house custom plan,Need faster replacement,2023 Q3: Evaluation for Upgrade,Ending soon,Dispose of responsibly,31/12/2023 0:00,-,15/01/2024 0:00
Srv198,Ubuntu,20.04 LTS,15/03/2025 0:00,Not Started,Cloud,2 years,File Server,Low,Yes,Not Started,Network Team,Monthly checks,"99.5% Uptime, 100ms Response Time","16-core CPU, 32GB RAM, 2TB SSD, 10Gbps Ethernet","Samba, NFS",None,High,"$2,500 per year",600W,Yes,Not Configured,Cloud-based solution,-,2025 Q1: Begin Migration,Active,Energy-efficient,1/10/2027 0:00,-,10/02/2024 0:00
Srv199,Windows Server,Ubuntu 20.04,20/01/2025,In Progress,Data Center,5 years,Development Server,Low,Yes,Not Started,Team Development Team,Monthly updates,99.91% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,High,$4945/year,456W,Yes,Incomplete,Not applicable,Need faster replacement,Q2 Budget Planning,Active,Recycling planned,11/04/2025,See notes,28/08/2024
Srv200,Linux,Windows Server 2016,17/03/2026,Unknown,On-Premise,8 years,Database Server,Low,Yes,Not Started,Team IT Operations,Annual maintenance,99.02% uptime,"32GB RAM, 2TB SSD",MySQL,None,None,$4558/year,434W,No,Not Configured,Not applicable,Concerns about data migration,Q2 Budget Planning,End of Support,-,11/12/2026,See notes,28/08/2024
Srv201,Linux,Red Hat Enterprise Linux,11/06/2026,Unknown,On-Premise,3 years,Application Server,Low,Yes,In Progress,Team Analytics Team,Quarterly checks,99.63% uptime,"16GB RAM, 1TB HDD",MySQL,GDPR Compliance,High,$4742/year,345W,No,Up-to-date,Offsite backup plan,Need faster replacement,Q3 Risk Assessment,Unsupported,Hardware recycling,24/09/2028,-,28/08/2024
Srv202,Windows Server,Ubuntu 20.04,25/11/2025,In Progress,Data Center,10 years,Web Server,Low,No,In Progress,Team IT Operations,Monthly updates,99.22% uptime,"16GB RAM, 1TB HDD",SQL Server,None,None,$5246/year,450W,Yes,Up-to-date,Not applicable,Need faster replacement,Q3 Risk Assessment,Active,-,10/10/2026,See notes,28/08/2024
Srv203,Linux,Windows Server 2016,20/09/2026,Not Started,On-Premise,1 years,File Storage,Medium,Yes,Completed,Team Development Team,Monthly updates,99.57% uptime,"32GB RAM, 2TB SSD",SQL Server,GDPR Compliance,High,$1957/year,268W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,-,4/03/2028,See notes,28/08/2024
Srv204,Linux,Windows Server 2016,21/01/2026,On Hold,Data Center,3 years,File Storage,High,Yes,Completed,Team Analytics Team,Annual maintenance,99.83% uptime,"16GB RAM, 1TB HDD",MySQL,HIPAA Compliance,None,$3166/year,567W,Yes,Incomplete,Not applicable,No issues,Q1 Server Review,Active,-,11/12/2025,See notes,28/08/2024
Srv205,Windows Server,Ubuntu 20.04,16/05/2025,Unknown,Data Center,2 years,Development Server,Low,Yes,Not Started,Team Analytics Team,Quarterly checks,99.07% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$2461/year,356W,Yes,Not Configured,Not applicable,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,12/09/2026,See notes,28/08/2024
Srv206,Windows Server,Ubuntu 20.04,8/08/2025,In Progress,Cloud,6 years,File Storage,High,No,Not Started,Team IT Operations,Annual maintenance,99.77% uptime,"8GB RAM, 500GB SSD",SQL Server,None,None,$6133/year,599W,No,Up-to-date,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,End of Support,Recycling planned,2/01/2028,See notes,28/08/2024
Srv207,Windows Server,Red Hat Enterprise Linux,20/09/2026,Not Started,On-Premise,3 years,Web Server,Low,No,Completed,Team IT Operations,Quarterly checks,99.00% uptime,"32GB RAM, 2TB SSD",MySQL,GDPR Compliance,High,$4408/year,366W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Active,Hardware recycling,15/09/2028,See notes,28/08/2024
Srv208,Linux,Red Hat Enterprise Linux,14/04/2027,On Hold,On-Premise,7 years,Web Server,Medium,No,Not Started,Team Development Team,Monthly updates,99.30% uptime,"16GB RAM, 1TB HDD",SQL Server,GDPR Compliance,Moderate,$2981/year,375W,No,Up-to-date,Not applicable,Concerns about data migration,Q3 Risk Assessment,Active,Hardware recycling,20/09/2025,See notes,28/08/2024
Srv209,Windows Server,Windows Server 2016,14/03/2027,Decommissioned,Cloud,2 years,Development Server,Medium,Yes,In Progress,Team Development Team,Monthly updates,99.58% uptime,"16GB RAM, 1TB HDD",SQL Server,None,None,$5969/year,425W,Yes,Up-to-date,Defined,Need faster replacement,Q3 Risk Assessment,Active,Recycling planned,2/06/2027,-,28/08/2024
Srv210,Linux,Windows Server 2016,15/11/2024,Decommissioned,Cloud,7 years,Database Server,Medium,Yes,In Progress,Team Analytics Team,Monthly updates,99.56% uptime,"16GB RAM, 1TB HDD",Apache,None,High,$5722/year,260W,Yes,Not Configured,Defined,Concerns about data migration,Q3 Risk Assessment,End of Support,-,23/07/2027,-,28/08/2024
Srv211,Windows Server,Windows Server 2016,30/08/2026,Unknown,Cloud,10 years,File Storage,Medium,No,In Progress,Team Development Team,Quarterly checks,99.13% uptime,"32GB RAM, 2TB SSD",Apache,None,None,$3899/year,404W,Yes,Not Configured,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Unsupported,Recycling planned,7/02/2029,-,28/08/2024
Srv212,Linux,Ubuntu 20.04,21/08/2025,In Progress,Cloud,1 years,File Storage,Medium,No,Completed,Team Analytics Team,Monthly updates,99.46% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$3657/year,296W,No,Not Configured,Defined,Concerns about data migration,Q1 Server Review,End of Support,Hardware recycling,8/05/2029,-,28/08/2024
Srv213,Windows Server,Red Hat Enterprise Linux,16/03/2026,Delayed,Cloud,7 years,File Storage,Medium,Yes,In Progress,Team Analytics Team,Monthly updates,99.66% uptime,"32GB RAM, 2TB SSD",Apache,None,None,$6278/year,319W,No,Incomplete,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,-,6/12/2029,-,28/08/2024
Srv214,Windows Server,Windows Server 2016,18/08/2026,Unknown,Cloud,7 years,File Storage,Low,Yes,Not Started,Team Development Team,Quarterly checks,99.01% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,High,$3183/year,330W,Yes,Up-to-date,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,Unsupported,Recycling planned,5/11/2027,See notes,28/08/2024
Srv215,Windows Server,Ubuntu 20.04,26/03/2025,Unknown,On-Premise,3 years,File Storage,Low,No,In Progress,Team IT Operations,Monthly updates,99.77% uptime,"32GB RAM, 2TB SSD",None,None,Moderate,$1902/year,368W,Yes,Not Configured,Offsite backup plan,Need faster replacement,Q2 Budget Planning,Active,-,21/07/2028,-,28/08/2024
Srv216,Windows Server,Ubuntu 20.04,6/06/2026,Not Started,Data Center,10 years,Database Server,Low,No,Completed,Team Development Team,Quarterly checks,99.37% uptime,"8GB RAM, 500GB SSD",MySQL,HIPAA Compliance,Moderate,$1770/year,378W,No,Not Configured,Offsite backup plan,No issues,Q3 Risk Assessment,Unsupported,Hardware recycling,21/04/2027,See notes,28/08/2024
Srv217,Windows Server,Red Hat Enterprise Linux,29/04/2027,Delayed,Cloud,4 years,Web Server,Medium,No,N/A,Team Development Team,Quarterly checks,99.62% uptime,"8GB RAM, 500GB SSD",None,GDPR Compliance,None,$5395/year,402W,No,Not Configured,Defined,Concerns about data migration,Q1 Server Review,Active,-,26/06/2029,-,28/08/2024
Srv218,Windows Server,Ubuntu 20.04,20/03/2026,Not Started,Cloud,3 years,Application Server,High,No,Completed,Team IT Operations,Annual maintenance,99.16% uptime,"16GB RAM, 1TB HDD",Apache,HIPAA Compliance,Moderate,$6625/year,343W,Yes,Not Configured,Offsite backup plan,No issues,Q2 Budget Planning,Unsupported,-,21/06/2026,See notes,28/08/2024
Srv219,Windows Server,Ubuntu 20.04,20/07/2026,In Progress,Data Center,2 years,Application Server,High,Yes,Completed,Team Analytics Team,Monthly updates,99.75% uptime,"32GB RAM, 2TB SSD",Apache,GDPR Compliance,High,$2028/year,219W,Yes,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,15/06/2028,See notes,28/08/2024
Srv220,Linux,Ubuntu 20.04,8/02/2026,Decommissioned,Cloud,9 years,Application Server,Medium,No,Not Started,Team IT Operations,Monthly updates,99.62% uptime,"16GB RAM, 1TB HDD",SQL Server,HIPAA Compliance,None,$3043/year,496W,Yes,Incomplete,Not applicable,Need faster replacement,Q3 Risk Assessment,Unsupported,-,5/04/2025,See notes,28/08/2024
Srv221,Windows Server,Ubuntu 20.04,3/03/2026,In Progress,On-Premise,9 years,Application Server,Low,Yes,In Progress,Team Analytics Team,Monthly updates,99.16% uptime,"16GB RAM, 1TB HDD",Apache,None,High,$4880/year,516W,Yes,Incomplete,Not applicable,Need faster replacement,Q3 Risk Assessment,End of Support,Recycling planned,17/10/2025,See notes,28/08/2024
Srv222,Linux,Windows Server 2016,27/03/2027,Decommissioned,On-Premise,7 years,Web Server,High,No,Completed,Team Development Team,Annual maintenance,99.57% uptime,"16GB RAM, 1TB HDD",None,None,Moderate,$1984/year,274W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q3 Risk Assessment,End of Support,Hardware recycling,12/11/2025,See notes,28/08/2024
Srv223,Windows Server,Red Hat Enterprise Linux,2/04/2025,Decommissioned,Data Center,9 years,Database Server,High,Yes,Not Started,Team IT Operations,Annual maintenance,99.91% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,None,$6981/year,378W,No,Incomplete,Defined,No issues,Q2 Budget Planning,End of Support,Hardware recycling,21/07/2029,See notes,28/08/2024
Srv224,Linux,Ubuntu 20.04,25/09/2025,Decommissioned,Data Center,3 years,Web Server,Low,No,Not Started,Team Development Team,Monthly updates,99.29% uptime,"16GB RAM, 1TB HDD",SQL Server,None,None,$6021/year,555W,No,Not Configured,Offsite backup plan,Concerns about data migration,Q2 Budget Planning,End of Support,-,11/03/2028,-,28/08/2024
Srv225,Windows Server,Red Hat Enterprise Linux,8/09/2026,Decommissioned,On-Premise,4 years,Web Server,Medium,Yes,Completed,Team IT Operations,Monthly updates,99.40% uptime,"16GB RAM, 1TB HDD",MySQL,None,Moderate,$6768/year,251W,No,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,Unsupported,Recycling planned,27/03/2029,-,28/08/2024
Srv226,Windows Server,Red Hat Enterprise Linux,28/09/2024,Decommissioned,Data Center,8 years,Application Server,Low,No,Completed,Team IT Operations,Quarterly checks,99.31% uptime,"16GB RAM, 1TB HDD",Apache,None,None,$4428/year,489W,Yes,Incomplete,Not applicable,Need faster replacement,Q2 Budget Planning,End of Support,Hardware recycling,25/06/2028,-,28/08/2024
Srv227,Windows Server,Ubuntu 20.04,10/06/2026,Unknown,Cloud,10 years,Development Server,High,No,Not Started,Team Development Team,Quarterly checks,99.74% uptime,"16GB RAM, 1TB HDD",None,None,Moderate,$5083/year,512W,No,Incomplete,Defined,Need faster replacement,Q2 Budget Planning,End of Support,-,13/10/2029,-,28/08/2024
Srv228,Windows Server,Windows Server 2016,17/09/2025,Decommissioned,Cloud,10 years,Development Server,Medium,No,Completed,Team Development Team,Quarterly checks,99.22% uptime,"8GB RAM, 500GB SSD",Apache,None,High,$1954/year,318W,Yes,Incomplete,Defined,Need faster replacement,Q3 Risk Assessment,Active,Recycling planned,21/05/2028,See notes,28/08/2024
Srv229,Windows Server,Red Hat Enterprise Linux,5/09/2026,Decommissioned,Data Center,2 years,File Storage,Low,No,N/A,Team Development Team,Annual maintenance,99.45% uptime,"8GB RAM, 500GB SSD",MySQL,GDPR Compliance,Moderate,$6177/year,519W,No,Not Configured,Not applicable,Need faster replacement,Q1 Server Review,Unsupported,-,3/10/2028,-,28/08/2024
